customer_id,email,hashed_email,zip_code,opt_out_flag,created_date
C0171,nina.kim60@outlook.com,,19103,0,2024-04-04
C0077,kai.das80@yahoo.com,643538ca1d387e4a7762b1e1db7d391b1a81d85d2186e09bb5d0f7f705d0d98c,85001,0,2023-04-30
C0130,arjun.jones87@icloud.com,dfa83dd29f1523c6fbe9de95ed711211caa1bef7f981925557d8596cc6524b9d,02108,0,2026-01-04
C0146,aisha.singh40@protonmail.com,6a8c605817a97e80e90df8eb1474464f47d7ae911fe98e71948af7dd20172ece,75201,0,2024-08-27
C0198,aisha.brooks85@yahoo.com,,98101,0,2022-03-17
C0049,nina.iyer13@gmail.com,,78701,0,2025-01-12
C0169,zoe.rossi19@gmail.com,,10001,0,2022-12-06
C0034,maya.garcia94@icloud.com,a86b974bd113d4a60ddeb110a616c1f07bc0da8998ec69f8aec6923ecaac0679,80202,0,2022-05-22
C0172,mila.haddad70@icloud.com,f3f5b5d6afd7bd264eefadb982657a2bafb9b4facb289df3f26c58734aa8b4ba,98101,0,2022-06-14
C0027,noah.iyer97@outlook.com.,,90001,0,2023-08-25
C0174,mila.chen12@yahoo.com,89f7bae5235b1530bd1fe2fad8219079aa41f84dda88c42bf3045328934e5012,78701,0,2026-09-09
C0210,dev.singh64@protonmail.com,22b02ea6742c245d1a08560bcdabd04bd0ea41227e9444a6aba8fe9537b13cc4,60601,0,2023-04-21
C0199,,,80202,0,2022-07-25
C0145,omar.fernandez3@gmail.com,,30301,0,2023-03-30
C0191,elena.nguyen9@outlook.com,f7d302d79b9deed7130d8b58c6dfc4713db999e92a2c2156991643a52878558c,48201,0,2026-06-06
C0187,leo.garcia29 @ gmail.com,,90001,0,2025-08-19
C0082,,,80202,0,2022-05-23
C0268,kai.chen78@outlook.com,ceeba70c25b78a8cc37b3214acafc3dbe8515ba72224153326a23ed0a022cf76,10001,0,2023-01-05
C0269,mila.khan44@outlook.com,4183af472d177dfe2c75721316f4ab52a059584e1b892ae1601390a1c6683fde,10001,0,2023-01-07
C0291,mateo.ali94@yahoo.com,,94102,0,2022-07-30
C0225,,,48201,0,2022-08-24
C0127,zoe.gupta86@mail,,94102,0,2024-08-10
C0021,zoe.singh96@protonmail.com,,20001,0,2023-06-23
C0089,priya.ali56@gmail.com,,78701,0,2023-11-08
C0259,mateo.nguyen88@icloud.com,,90001,0,2022-07-06
C0044,priya.kim13@icloud.com,c8db7bde386b44b511efc0467d7998d41f08d85068bed4bb2cb9c0cf608c1301,75201,0,2024-05-17
C0176,ethan.gupta67@icloud.com,,85001,0,2023-07-24
C0053,nina.khan55@protonmail.com,,78701,0,2026-01-11
C0231,sofia.kaur29@gmail.com,b351726b3161338a1be0da3f0cd545b4699f115bfe37cfdbdd4f4e3a24716498,78701,0,2026-08-15
C0032,omar.chen15@outlook.com,,85001,0,2026-08-31
C0078,ethan.sharma53@gmail.com,424b58dc1a1c50ddfe082637f8f0a52e8a158261c6a9511083ec22faa6b766c8,60601,0,2026-02-17
C0257,lucas.das44@icloud.com,,02108,0,2024-05-01
C0244,zoe.iyer33@yahoo.com,ca46ec91d8ef5d3112afb8634922e59166e7392e9360665ca3887663bcc2e1f3,90001,0,2025-09-15
C0165,ethan.chen53@icloud.com,,19103,0,2025-05-01
C0097,ethan.garcia37@protonmail.com,,78701,0,2025-07-20
C0293,maya.sharma99@icloud.com,,98101,0,2026-03-26
